"Date","Cause","Casualties","RegisterNumber","Damage","Smoke","CO"
"2022-10-25 11:40","Other",0,1085915,74868,0,0
"2022-10-25 12:19","Heating",0,8707211,35578,1,1
"2022-10-25 12:41","Other",0,6557136,87739,1,0
"2022-10-25 12:51","Other",0,482050,54857,0,1
"2022-10-25 13:18","Heating",0,5932760,51961,1,0
"2022-10-25 13:24","Other",0,123651,59459,1,0
"2022-10-25 13:25","Cooking",0,3762574,58569,0,1
"2022-10-25 13:3","Other",0,1150797,66487,1,0
"2022-10-25 13:3","Electrical Fault",0,8177864,51606,1,0
"2022-10-25 13:45","Other",0,9895629,94586,1,1
"2022-10-25 13:59","Heating",0,6497470,144881,0,0
"2022-10-25 13:7","Cooking",0,6642264,75212,0,1
"2022-10-25 14:23","Electrical Fault",0,9003227,112637,0,1
"2022-10-25 14:25","Electrical Fault",0,4894221,52520,1,1
"2022-10-25 14:42","Electrical Fault",0,2992036,57995,1,0
"2022-10-25 14:47","Other",0,1411861,57619,1,1
"2022-10-25 15:52","Other",0,8611142,54246,1,1
"2022-10-25 16:0","Other",0,1355672,54190,1,0
"2022-10-25 16:10","Heating",0,2434526,59969,1,0
"2022-10-25 16:18","Heating",0,322968,46290,1,0
"2022-10-25 16:2","Other",0,8058502,89274,1,0
"2022-10-25 16:21","Other",0,4126698,49263,1,0
"2022-10-25 16:24","Other",0,2717424,37369,1,1
"2022-10-25 16:53","Heating",0,8813386,69522,1,1
"2022-10-25 16:7","Heating",0,5069917,40550,1,1
"2022-10-25 16:8","Cooking",0,6805553,67507,0,1
"2022-10-25 17:23","Cooking",0,1071694,55991,1,1
"2022-10-25 17:25","Other",0,3112172,50505,1,1
"2022-10-25 17:28","Other",0,5643164,50962,1,0
"2022-10-25 17:34","Electrical Fault",0,9660449,56798,1,0
"2022-10-25 17:43","Other",0,1731972,37722,1,0
"2022-10-25 17:44","Heating",0,2659007,130099,0,1
"2022-10-25 17:57","Other",0,403365,35731,1,1
"2022-10-25 18:16","Heating",0,7648567,136473,0,0
"2022-10-25 18:30","Electrical Fault",0,6821708,60108,1,1
"2022-10-25 19:1","Cooking",0,4151749,32551,1,1
"2022-10-25 19:14","Cooking",0,1350416,46540,1,0
"2022-10-25 19:15","Cooking",0,5715413,57973,1,1
"2022-10-25 19:19","Heating",0,7675974,39177,1,1
"2022-10-25 1:14","Electrical Fault",0,8509930,72061,0,0
"2022-10-25 1:51","Heating",0,9416442,124192,0,0
"2022-10-25 20:10","Other",0,5894185,56206,1,0
"2022-10-25 20:27","Electrical Fault",0,645641,69812,1,0
"2022-10-25 20:32","Heating",0,4493809,44095,1,1
"2022-10-25 20:50","Heating",0,6779953,96066,0,0
"2022-10-25 21:27","Heating",0,8545707,38663,1,1
"2022-10-25 21:29","Heating",0,1889345,77378,0,0
"2022-10-25 21:3","Heating",0,3194237,44349,1,0
"2022-10-25 21:44","Heating",0,3444816,67452,0,0
"2022-10-25 22:23","Heating",0,9351688,49174,0,1
"2022-10-25 23:1","Heating",0,8038086,63892,0,0
"2022-10-25 23:10","Heating",0,9555489,79165,1,0
"2022-10-25 23:13","Electrical Fault",0,653284,76836,0,0
"2022-10-25 23:26","Heating",0,7713467,36258,1,1
"2022-10-25 2:2","Electrical Fault",0,2725691,51922,1,1
"2022-10-25 2:21","Other",0,2805464,48592,1,1
"2022-10-25 2:52","Heating",0,3751901,57480,0,1
"2022-10-25 3:46","Heating",0,8337985,107291,1,0
"2022-10-25 3:5","Electrical Fault",0,2720710,75058,0,1
"2022-10-25 4:10","Electrical Fault",0,2149074,93317,1,0
"2022-10-25 4:5","Other",0,5690807,49540,1,1
"2022-10-25 5:24","Other",0,7805992,122299,0,1
"2022-10-25 5:25","Other",0,8515116,37180,1,1
"2022-10-25 5:28","Electrical Fault",0,5932715,45835,1,1
"2022-10-25 6:23","Other",0,5170618,67569,0,0
"2022-10-25 6:28","Heating",0,5674591,95348,1,0
"2022-10-25 6:32","Cooking",0,3038250,53084,1,1
"2022-10-25 6:41","Electrical Fault",0,4514052,55247,1,1
"2022-10-25 6:58","Heating",0,4732194,59049,1,0
"2022-10-25 7:16","Cooking",0,3300065,39790,1,1
"2022-10-25 7:20","Heating",0,6098338,128631,0,1
"2022-10-25 7:23","Heating",0,8421709,101745,1,1
"2022-10-25 7:29","Cooking",0,8449521,37276,1,1
"2022-10-25 7:30","Electrical Fault",2,3703689,55818,0,1
"2022-10-25 7:33","Cooking",0,6843924,66185,1,1
"2022-10-25 7:38","Cooking",0,4789173,58507,1,1
"2022-10-25 7:43","Other",0,4344529,59192,1,0
"2022-10-25 8:18","Cooking",0,6111946,46873,1,0
"2022-10-25 8:2","Cooking",0,7865553,74963,1,1
"2022-10-25 8:31","Other",0,2715664,64517,0,1
"2022-10-25 8:31","Electrical Fault",0,7970351,38398,1,1
"2022-10-25 8:51","Other",0,2109061,35139,1,1
"2022-10-25 8:9","Electrical Fault",0,3541697,57716,1,0
"2022-10-25 9:21","Heating",0,9035097,36080,1,1
"2022-10-25 9:27","Heating",0,94460,47861,1,0
"2022-10-25 9:33","Other",0,2550136,69997,0,0
"2022-10-26 0:25","Other",0,7560970,33127,1,1
"2022-10-26 0:34","Other",2,860016,129386,0,1
"2022-10-26 0:50","Heating",0,8599098,42897,1,1
"2022-10-26 10:23","Heating",0,771052,44369,1,1
"2022-10-26 10:24","Other",0,1688513,52590,1,0
"2022-10-26 10:30","Heating",0,6427693,52630,1,1
"2022-10-26 10:59","Other",0,4601786,50751,1,1
"2022-10-26 11:11","Electrical Fault",0,785165,121715,0,0
"2022-10-26 11:13","Cooking",0,8978233,97653,1,0
"2022-10-26 11:14","Electrical Fault",0,8572048,61139,1,0
"2022-10-26 11:30","Heating",0,8815500,52405,0,1
"2022-10-26 11:36","Cooking",0,1651870,58989,0,1
"2022-10-26 11:39","Other",0,5323254,66544,1,0
"2022-10-26 11:41","Cooking",0,8038926,43735,1,1
"2022-10-26 12:2","Cooking",1,2965522,46108,1,0
"2022-10-26 12:25","Other",0,5740633,60941,1,1
"2022-10-26 12:28","Other",0,5676017,44510,1,1
"2022-10-26 12:37","Heating",0,7569878,45513,1,1
"2022-10-26 12:44","Heating",0,628504,62141,1,1
"2022-10-26 13:10","Other",0,9367521,37150,1,1
"2022-10-26 13:18","Heating",0,1268857,91467,1,0
"2022-10-26 13:3","Other",0,897014,67661,1,0
"2022-10-26 13:5","Heating",0,2623924,101280,0,0
"2022-10-26 13:53","Cooking",0,1241192,109887,0,0
"2022-10-26 15:24","Other",0,9655921,117036,0,0
"2022-10-26 15:33","Heating",0,2015447,69581,1,1
"2022-10-26 15:8","Other",0,33929,56993,1,1
"2022-10-26 16:19","Electrical Fault",0,8981262,46659,1,1
"2022-10-26 16:26","Heating",0,9582024,35946,1,1
"2022-10-26 16:29","Heating",0,3542682,37303,1,1
"2022-10-26 16:39","Cooking",0,2402051,75786,0,1
"2022-10-26 16:43","Heating",0,4156533,49646,1,1
"2022-10-26 16:43","Heating",0,9240943,101667,1,0
"2022-10-26 17:10","Cooking",0,1785371,48696,1,1
"2022-10-26 17:11","Heating",0,4294657,62768,0,1
"2022-10-26 17:20","Heating",0,5541919,40352,1,1
"2022-10-26 17:30","Heating",0,8756145,134134,0,0
"2022-10-26 17:36","Other",0,8577521,105938,0,0
"2022-10-26 17:49","Other",0,1730511,69595,1,1
"2022-10-26 17:53","Heating",0,1244008,58175,1,0
"2022-10-26 18:0","Other",0,415226,35955,1,1
"2022-10-26 18:21","Electrical Fault",0,8337102,107122,1,0
"2022-10-26 18:27","Cooking",0,5772863,39078,1,1
"2022-10-26 18:30","Heating",0,5687280,142408,1,0
"2022-10-26 18:32","Heating",0,2604494,113322,0,0
"2022-10-26 18:43","Heating",0,9682304,38875,1,1
"2022-10-26 18:48","Electrical Fault",0,8243919,64930,0,1
"2022-10-26 18:52","Other",0,2012348,49912,1,1
"2022-10-26 19:24","Heating",0,2021441,60055,1,1
"2022-10-26 19:55","Heating",0,8487207,111482,0,0
"2022-10-26 1:29","Electrical Fault",0,9208940,68417,1,0
"2022-10-26 1:40","Other",0,2193161,42135,1,1
"2022-10-26 20:1","Heating",0,4116562,52764,0,0
"2022-10-26 20:15","Electrical Fault",0,32429,57969,1,1
"2022-10-26 21:17","Heating",0,9284416,119201,1,0
"2022-10-26 21:4","Heating",0,1236370,61632,0,1
"2022-10-26 21:50","Other",0,866566,65970,0,1
"2022-10-26 21:6","Other",0,9543815,48852,1,1
"2022-10-26 21:8","Heating",0,1871366,86666,1,1
"2022-10-26 22:1","Cooking",0,8937302,59395,1,1
"2022-10-26 22:13","Heating",0,5073771,52725,1,1
"2022-10-26 23:38","Heating",0,6821435,57841,0,1
"2022-10-26 2:29","Other",0,3391485,48704,1,1
"2022-10-26 2:6","Heating",0,8939686,115423,0,0
"2022-10-26 3:34","Electrical Fault",0,3495475,58741,1,1
"2022-10-26 3:55","Heating",0,9416467,NA,1,1
"2022-10-26 4:41","Heating",0,2740385,44139,1,0
"2022-10-26 4:46","Electrical Fault",0,1586594,71042,0,1
"2022-10-26 5:20","Electrical Fault",0,9317786,57552,1,1
"2022-10-26 6:0","Other",0,2529767,59696,1,0
"2022-10-26 6:4","Cooking",0,248100,61530,0,1
"2022-10-26 6:41","Heating",0,8553437,45363,1,0
"2022-10-26 6:47","Cooking",0,8775748,52801,1,1
"2022-10-26 7:3","Other",0,3757179,40541,1,1
"2022-10-26 7:47","Heating",0,2068354,45203,1,0
"2022-10-26 7:5","Other",0,3130715,38238,1,1
"2022-10-26 7:55","Heating",0,6269585,64629,1,1
"2022-10-26 8:53","Cooking",0,8902031,104359,1,0
"2022-10-26 9:1","Other",0,4167589,63452,1,0
"2022-10-26 9:12","Other",0,4055268,65094,0,0
"2022-10-26 9:19","Other",0,1489070,59260,0,1
"2022-10-26 9:2","Heating",0,8899081,109326,0,0
"2022-10-26 9:31","Cooking",0,384523,45678,1,0
"2022-10-27 0:22","Heating",0,223278,48949,1,0
"2022-10-27 10:1","Heating",0,4029143,55568,0,0
"2022-10-27 10:19","Cooking",0,6364467,94680,0,1
"2022-10-27 10:23","Heating",0,6002459,39872,1,1
"2022-10-27 10:37","Cooking",0,8108664,64964,1,1
"2022-10-27 10:38","Other",0,7371727,38381,1,1
"2022-10-27 10:4","Heating",0,4079244,112855,0,0
"2022-10-27 10:44","Cooking",0,1823186,85251,1,0
"2022-10-27 10:47","Cooking",0,2729658,51683,1,1
"2022-10-27 10:5","Electrical Fault",0,2393545,53953,1,1
"2022-10-27 10:8","Other",0,1832501,43350,1,1
"2022-10-27 10:9","Other",0,2001026,57035,1,1
"2022-10-27 10:9","Heating",0,2162904,57067,1,0
"2022-10-27 11:15","Cooking",0,1008627,51842,1,0
"2022-10-27 11:17","Other",0,9703949,57209,1,1
"2022-10-27 11:26","Heating",0,672111,68915,1,0
"2022-10-27 11:29","Electrical Fault",0,9538315,60889,1,1
"2022-10-27 11:56","Cooking",0,859115,114063,0,1
"2022-10-27 12:13","Electrical Fault",0,6323939,48107,1,1
"2022-10-27 12:2","Electrical Fault",0,5489042,54991,1,1
"2022-10-27 12:20","Other",0,6318401,81142,1,0
"2022-10-27 12:22","Heating",0,7568813,110701,1,0
"2022-10-27 12:44","Heating",0,5210550,44295,1,1
"2022-10-27 12:52","Other",0,9481907,99994,0,0
"2022-10-27 13:26","Other",0,27670,66848,1,0
"2022-10-27 13:26","Heating",0,6202370,83739,1,1
"2022-10-27 13:46","Cooking",0,9211980,126160,0,0
"2022-10-27 13:51","Heating",0,7438683,81423,1,0
"2022-10-27 14:27","Heating",0,6700501,149185,0,0
"2022-10-27 14:32","Other",0,1186633,68248,0,1
"2022-10-27 14:34","Electrical Fault",0,4629519,52341,1,0
"2022-10-27 14:51","Heating",0,7486747,138793,0,0
"2022-10-27 14:52","Cooking",0,392881,81454,1,1
"2022-10-27 15:12","Electrical Fault",0,6645347,59705,1,0
"2022-10-27 15:3","Heating",0,7987336,91188,1,1
"2022-10-27 15:35","Cooking",0,2241323,49759,1,1
"2022-10-27 15:40","Heating",0,2284519,48062,1,0
"2022-10-27 15:45","Cooking",0,2096620,53619,1,1
"2022-10-27 15:58","Cooking",0,2216698,48924,1,1
"2022-10-27 15:6","Heating",0,6962707,55378,0,1
"2022-10-27 16:20","Heating",0,6816104,51841,1,1
"2022-10-27 16:26","Cooking",0,2195758,86157,1,1
"2022-10-27 16:35","Other",0,9357738,74449,1,1
"2022-10-27 16:40","Cooking",0,4307281,67430,0,1
"2022-10-27 16:47","Electrical Fault",0,4389707,48998,1,0
"2022-10-27 16:8","Heating",0,886272,56527,1,0
"2022-10-27 17:37","Heating",0,3904418,53970,0,1
"2022-10-27 17:59","Other",0,5599212,57328,1,0
"2022-10-27 18:29","Other",0,3075550,81257,1,1
"2022-10-27 18:3","Heating",0,1336411,50824,1,0
"2022-10-27 18:37","Heating",0,4842939,74264,1,1
"2022-10-27 18:7","Heating",0,7235637,36517,1,1
"2022-10-27 19:27","Cooking",0,1995390,46473,1,1
"2022-10-27 19:31","Heating",0,2431625,41475,1,1
"2022-10-27 19:39","Electrical Fault",0,6182645,36777,1,1
"2022-10-27 19:54","Heating",0,1287320,90885,1,0
"2022-10-27 1:26","Heating",0,2081630,49378,1,0
"2022-10-27 1:3","Heating",0,4004416,106035,0,1
"2022-10-27 20:23","Electrical Fault",0,8135758,61091,1,0
"2022-10-27 20:45","Cooking",0,6609090,44039,1,0
"2022-10-27 20:6","Cooking",0,2017342,85163,1,1
"2022-10-27 21:54","Other",0,4662563,61785,1,0
"2022-10-27 22:28","Cooking",0,5230667,69982,0,1
"2022-10-27 22:6","Heating",0,7927793,67947,0,1
"2022-10-27 23:2","Electrical Fault",0,3874526,32566,1,1
"2022-10-27 2:14","Heating",0,3954802,54404,1,0
"2022-10-27 3:22","Other",0,9541367,100120,0,1
"2022-10-27 3:33","Electrical Fault",0,3696363,117623,1,1
"2022-10-27 3:40","Cooking",0,1913973,52834,1,1
"2022-10-27 3:40","Electrical Fault",0,9601725,NA,1,1
"2022-10-27 4:13","Heating",0,8002261,39636,1,1
"2022-10-27 4:16","Heating",0,7331482,134679,0,1
"2022-10-27 5:48","Other",0,4626505,49819,1,0
"2022-10-27 5:54","Cooking",0,4023005,32804,1,1
"2022-10-27 6:23","Other",0,8004410,31626,1,1
"2022-10-27 6:31","Heating",0,3163464,137909,0,1
"2022-10-27 6:57","Cooking",0,3688894,48802,1,0
"2022-10-27 7:11","Other",0,5418635,134448,0,0
"2022-10-27 7:12","Other",0,2110112,57055,1,0
"2022-10-27 7:19","Cooking",0,3832698,67193,1,0
"2022-10-27 7:25","Heating",0,5862839,44289,1,1
"2022-10-27 7:41","Electrical Fault",0,1161134,59996,1,1
"2022-10-27 7:43","Heating",0,5409498,57953,0,0
"2022-10-27 8:11","Other",0,800935,41692,1,1
"2022-10-27 8:22","Other",0,2688697,70438,0,0
"2022-10-27 9:1","Heating",0,5025125,122195,0,1
"2022-10-27 9:22","Other",0,9961201,30156,1,1
"2022-10-27 9:27","Other",0,8346564,37777,1,1
"2022-10-27 9:3","Heating",0,9951047,93005,1,0
"2022-10-27 9:35","Other",0,4287257,54791,1,1
"2022-10-27 9:36","Heating",0,9143695,39414,1,1
"2022-10-27 9:46","Other",0,432453,60599,0,0
"2022-10-27 9:53","Cooking",0,867454,50237,1,0
"2022-10-27 9:8","Heating",0,7085689,134413,0,0
"2022-10-28 0:10","Electrical Fault",0,8003063,39642,1,1
"2022-10-28 0:26","Heating",0,3229068,55198,1,1
"2022-10-28 0:28","Electrical Fault",0,8937288,113407,0,1
"2022-10-28 10:3","Cooking",0,3768301,60472,1,0
"2022-10-28 10:32","Cooking",0,1154234,NA,1,0
"2022-10-28 10:35","Other",0,8676307,42834,1,0
"2022-10-28 10:51","Cooking",0,2503302,42124,1,1
"2022-10-28 10:52","Other",0,9132948,38733,1,0
"2022-10-28 11:21","Electrical Fault",0,9667707,47928,1,0
"2022-10-28 11:4","Cooking",0,7919525,32868,1,1
"2022-10-28 11:41","Other",0,5393400,45261,1,0
"2022-10-28 11:44","Heating",0,1428921,65493,0,1
"2022-10-28 11:44","Electrical Fault",0,8614450,59939,0,0
"2022-10-28 11:54","Cooking",0,643570,46882,1,0
"2022-10-28 12:11","Other",0,1014969,69074,0,0
"2022-10-28 12:16","Other",0,33796,62894,1,1
"2022-10-28 12:29","Other",0,1736620,60405,1,0
"2022-10-28 12:58","Heating",0,343292,42022,1,1
"2022-10-28 13:22","Heating",0,1704647,57382,1,1
"2022-10-28 13:22","Cooking",0,6102313,123014,0,1
"2022-10-28 13:27","Heating",0,2917523,55958,0,1
"2022-10-28 13:38","Electrical Fault",0,27523,62713,1,1
"2022-10-28 13:4","Other",0,200032,79131,0,0
"2022-10-28 13:47","Cooking",0,3051241,77652,0,0
"2022-10-28 13:53","Other",0,9554512,43292,1,1
"2022-10-28 13:55","Heating",0,8800903,72052,1,1
"2022-10-28 13:8","Other",0,2620855,65461,0,1
"2022-10-28 14:29","Heating",0,3297766,50395,1,1
"2022-10-28 14:37","Other",0,2353308,71867,0,0
"2022-10-28 14:38","Other",0,9529905,52840,1,0
"2022-10-28 14:39","Cooking",0,9344910,58140,1,1
"2022-10-28 15:23","Heating",0,5273220,36533,1,1
"2022-10-28 15:9","Other",0,8722248,71265,0,0
"2022-10-28 16:26","Heating",0,6800326,43523,1,0
"2022-10-28 16:40","Cooking",0,4837324,58929,1,1
"2022-10-28 17:19","Heating",0,5124153,103919,1,0
"2022-10-28 17:26","Other",0,1529887,55385,1,0
"2022-10-28 17:4","Cooking",0,751452,39435,1,0
"2022-10-28 17:6","Heating",0,2788481,46222,1,0
"2022-10-28 17:6","Heating",0,8768461,52142,1,0
"2022-10-28 17:8","Heating",0,350665,57714,1,0
"2022-10-28 17:8","Other",0,6168683,53569,1,0
"2022-10-28 18:1","Electrical Fault",0,7283838,97192,1,0
"2022-10-28 18:12","Electrical Fault",0,2431941,54079,1,0
"2022-10-28 18:34","Other",0,446451,53541,1,1
"2022-10-28 18:45","Other",0,3409072,58663,1,1
"2022-10-28 18:46","Heating",0,7963329,105134,0,0
"2022-10-28 18:59","Heating",0,380892,47187,1,0
"2022-10-28 19:20","Other",0,9312668,104715,1,0
"2022-10-28 19:24","Heating",0,4478909,129072,1,0
"2022-10-28 19:27","Heating",0,4235253,59228,0,1
"2022-10-28 19:28","Electrical Fault",0,598551,61951,1,1
"2022-10-28 19:28","Cooking",0,3574619,54533,1,0
"2022-10-28 19:29","Heating",0,9763685,94601,1,1
"2022-10-28 19:41","Heating",0,3248480,103222,1,1
"2022-10-28 19:59","Cooking",0,9150483,45199,1,1
"2022-10-28 1:22","Heating",0,6504943,112451,0,1
"2022-10-28 1:53","Electrical Fault",0,1520936,40584,1,1
"2022-10-28 20:13","Other",0,9627733,89611,1,1
"2022-10-28 20:31","Heating",0,3127867,45140,1,1
"2022-10-28 20:34","Other",0,5784603,61456,0,1
"2022-10-28 20:34","Cooking",0,8428794,37036,1,1
"2022-10-28 20:35","Cooking",0,8489702,57452,1,1
"2022-10-28 20:49","Heating",0,8668804,42414,1,1
"2022-10-28 20:52","Electrical Fault",0,2754361,56096,1,0
"2022-10-28 21:32","Heating",0,5854473,38678,1,1
"2022-10-28 21:33","Heating",0,960609,66252,0,0
"2022-10-28 21:41","Cooking",0,6916618,75747,1,0
"2022-10-28 21:5","Other",0,1767403,48269,1,1
"2022-10-28 21:54","Heating",0,3615705,53806,1,0
"2022-10-28 21:56","Heating",0,2617901,59871,1,0
"2022-10-28 21:6","Other",0,4657860,39379,1,0
"2022-10-28 22:1","Other",0,5454515,68500,0,0
"2022-10-28 22:46","Electrical Fault",0,1191675,51943,1,1
"2022-10-28 22:57","Electrical Fault",0,107538,41980,1,1
"2022-10-28 23:17","Other",0,4845542,35691,1,1
"2022-10-28 23:8","Cooking",0,641667,109528,1,1
"2022-10-28 2:0","Cooking",0,1392240,40471,1,0
"2022-10-28 2:35","Other",0,1310955,45064,1,1
"2022-10-28 2:38","Heating",0,9615824,78388,0,1
"2022-10-28 2:44","Cooking",0,9467966,31179,1,1
"2022-10-28 2:7","Cooking",1,8207257,37094,1,1
"2022-10-28 2:9","Heating",0,3969243,81576,1,0
"2022-10-28 3:50","Other",0,5298091,64492,1,0
"2022-10-28 3:52","Heating",0,2887712,36953,1,1
"2022-10-28 5:42","Other",0,75572,60963,1,1
"2022-10-28 5:43","Other",0,132834,60660,0,0
"2022-10-28 5:6","Heating",0,7564304,32744,1,1
"2022-10-28 5:6","Heating",0,8073825,115388,0,0
"2022-10-28 6:44","Electrical Fault",0,4306068,47108,1,1
"2022-10-28 6:55","Cooking",0,986606,50038,1,1
"2022-10-28 7:2","Other",0,9480336,41668,1,1
"2022-10-28 7:23","Electrical Fault",0,8759153,47440,1,1
"2022-10-28 7:42","Cooking",0,2563699,49356,1,1
"2022-10-28 7:52","Heating",0,8065743,78990,1,1
"2022-10-28 7:59","Cooking",0,5906391,93600,1,1
"2022-10-28 8:31","Electrical Fault",0,2856636,62292,0,0
"2022-10-28 8:33","Other",0,1892191,52554,1,1
"2022-10-28 8:41","Other",0,6473004,58819,1,0
"2022-10-28 9:10","Cooking",0,2933060,40284,1,1
"2022-10-28 9:12","Other",0,4213257,68004,0,1
"2022-10-28 9:22","Cooking",0,797960,50791,1,0
"2022-10-28 9:4","Other",0,2620105,47950,1,1
"2022-10-28 9:42","Cooking",0,5422196,54912,1,0
"2022-10-28 9:55","Other",0,3901622,119068,0,1
"2022-10-28 9:56","Heating",0,388486,37544,1,1
"2022-10-28 9:9","Cooking",0,2492278,57050,1,1
"2022-10-29 0:23","Heating",0,7386288,48283,1,1
"2022-10-29 0:32","Heating",0,8653110,141608,1,0
"2022-10-29 10:31","Other",0,4087665,40875,1,0
"2022-10-29 10:40","Other",0,2293643,57243,1,1
"2022-10-29 10:50","Other",0,2937218,60363,0,1
"2022-10-29 10:54","Other",0,9388651,65594,1,0
"2022-10-29 10:56","Cooking",0,7083888,39055,1,0
"2022-10-29 11:10","Electrical Fault",0,6673056,48220,1,0
"2022-10-29 11:27","Cooking",0,4082025,53519,1,1
"2022-10-29 11:32","Electrical Fault",0,9097778,92552,0,1
"2022-10-29 11:34","Electrical Fault",0,8655413,30186,1,1
"2022-10-29 11:37","Heating",0,2803623,68828,0,0
"2022-10-29 11:55","Other",0,1827993,102457,1,0
"2022-10-29 12:11","Heating",0,1448189,88098,1,1
"2022-10-29 12:16","Cooking",0,2998988,45479,1,0
"2022-10-29 12:2","Electrical Fault",0,4810192,29914,1,1
"2022-10-29 12:27","Electrical Fault",0,7553010,42731,1,1
"2022-10-29 12:31","Heating",0,4556102,83647,0,0
"2022-10-29 12:41","Other",0,3927697,56641,1,0
"2022-10-29 12:41","Cooking",0,6475275,98344,1,1
"2022-10-29 13:1","Heating",0,6269025,36827,1,0
"2022-10-29 13:17","Electrical Fault",0,5822619,119645,1,1
"2022-10-29 13:21","Heating",0,2152572,35888,1,1
"2022-10-29 13:25","Electrical Fault",0,205274,61194,0,0
"2022-10-29 13:34","Electrical Fault",0,7620139,109126,0,0
"2022-10-29 13:46","Electrical Fault",0,3227950,60336,0,1
"2022-10-29 14:34","Cooking",0,8618892,35810,1,1
"2022-10-29 14:41","Cooking",0,9218151,43004,1,1
"2022-10-29 14:52","Heating",0,893273,111328,0,0
"2022-10-29 14:55","Heating",0,6586582,59243,1,0
"2022-10-29 15:17","Heating",0,1823674,131446,0,0
"2022-10-29 15:23","Other",0,9057323,51049,1,1
"2022-10-29 15:39","Heating",0,5948206,51182,1,0
"2022-10-29 16:1","Heating",0,522440,78715,1,0
"2022-10-29 16:12","Heating",0,8697942,104293,0,0
"2022-10-29 16:14","Cooking",0,7756548,34047,1,0
"2022-10-29 16:30","Heating",0,5293126,115115,0,0
"2022-10-29 16:38","Cooking",0,7848247,86716,0,1
"2022-10-29 16:47","Cooking",0,3894336,70076,0,0
"2022-10-29 16:48","Other",0,7443629,60585,1,0
"2022-10-29 16:58","Other",0,1172376,58936,0,1
"2022-10-29 16:6","Other",0,6610133,115143,1,1
"2022-10-29 17:2","Heating",0,4523613,37493,1,1
"2022-10-29 17:43","Electrical Fault",0,1544912,59492,1,1
"2022-10-29 17:47","Other",0,8616830,65827,0,0
"2022-10-29 17:57","Heating",0,1601112,52355,1,0
"2022-10-29 18:0","Other",0,2930710,55715,1,1
"2022-10-29 18:1","Cooking",0,193514,68908,0,0
"2022-10-29 18:15","Heating",0,9171851,54535,1,1
"2022-10-29 18:21","Heating",0,1569364,66151,0,1
"2022-10-29 18:32","Heating",0,1438492,65168,0,1
"2022-10-29 19:12","Cooking",0,1995678,46295,1,0
"2022-10-29 19:15","Heating",0,4217307,52393,1,1
"2022-10-29 19:18","Heating",0,4325789,58351,0,0
"2022-10-29 19:20","Heating",0,3794488,40025,1,1
"2022-10-29 19:30","Heating",0,4354989,84067,1,0
"2022-10-29 19:36","Other",0,8460234,73111,0,0
"2022-10-29 1:22","Heating",0,7541785,55274,1,1
"2022-10-29 20:10","Heating",0,987401,108432,1,0
"2022-10-29 20:32","Heating",0,8258957,119702,1,0
"2022-10-29 20:38","Heating",0,8365229,91884,1,1
"2022-10-29 20:7","Heating",0,3181816,146116,0,1
"2022-10-29 21:30","Cooking",0,2854627,65165,0,1
"2022-10-29 21:48","Other",0,5330904,59682,1,1
"2022-10-29 21:49","Other",0,4446030,69699,0,1
"2022-10-29 22:11","Heating",0,4674260,36892,1,1
"2022-10-29 22:28","Electrical Fault",0,8361349,45169,1,1
"2022-10-29 22:55","Heating",0,9346784,54033,1,0
"2022-10-29 23:18","Heating",0,3044964,80618,1,0
"2022-10-29 23:5","Heating",1,9893186,132149,0,0
"2022-10-29 2:20","Other",0,8969036,55050,0,0
"2022-10-29 2:25","Heating",0,5472253,54315,1,0
"2022-10-29 2:33","Heating",0,4431537,38774,1,1
"2022-10-29 3:13","Heating",0,5445115,32463,1,1
"2022-10-29 3:24","Other",0,7163892,56526,1,0
"2022-10-29 4:31","Electrical Fault",0,7721844,42762,1,1
"2022-10-29 4:8","Other",0,7030483,38131,1,1
"2022-10-29 5:27","Heating",0,9250138,95849,1,0
"2022-10-29 5:38","Other",0,4258874,55683,1,1
"2022-10-29 6:46","Cooking",0,5745455,53373,1,1
"2022-10-29 7:0","Electrical Fault",0,379633,60321,0,1
"2022-10-29 7:0","Cooking",0,6087108,68420,0,0
"2022-10-29 7:24","Other",0,8795673,35582,1,1
"2022-10-29 7:32","Heating",0,2696820,37097,1,1
"2022-10-29 7:39","Heating",0,3757656,50924,1,1
"2022-10-29 7:41","Other",0,2134759,112566,0,0
"2022-10-29 7:9","Heating",0,1149857,53997,1,0
"2022-10-29 8:16","Electrical Fault",0,1908186,66515,0,0
"2022-10-29 8:16","Heating",0,8900586,114412,0,0
"2022-10-29 8:30","Electrical Fault",0,5627215,55044,0,1
"2022-10-29 8:36","Heating",0,8980702,92946,0,0
"2022-10-29 8:37","Other",0,9642810,61055,1,0
"2022-10-29 8:5","Other",0,5059800,51914,0,1
"2022-10-29 9:10","Heating",0,5087465,57538,1,1
"2022-10-29 9:24","Heating",0,4137641,79475,0,0
"2022-10-29 9:27","Heating",0,6589014,92514,1,0
"2022-10-29 9:37","Other",0,8413358,44706,0,1
"2022-10-29 9:42","Heating",0,6573680,64847,1,1
"2022-10-29 9:49","Other",0,2391670,55538,1,1
"2022-10-29 9:5","Cooking",0,5855773,70598,1,0
"2022-10-29 9:51","Cooking",0,3993689,43532,1,0
"2022-10-3 0:12","Heating",0,2444266,44279,0,1
"2022-10-3 10:17","Other",0,3943553,79172,0,0
"2022-10-3 10:2","Other",0,9971757,57153,1,1
"2022-10-3 10:24","Heating",0,428012,48499,1,0
